fid,field_1,Admin1,Facility_name,Facility_type,Ownership,Latitude,Longitude,LL_source,Sub County,Ward,Level,Operating time,Total In-patient beds,General In-patient beds,Cots,Maternity beds,Emergency casualty bedsc,Intensive Care Unit beds,High Dependency Unit beds,Isolation beds,General theatres,Maternity theatres,Accident and Emergency Casualty Services,Ambulatory Services,Antenatal Care,Blood Services,Cancer Screening,Central Sterile Services Department,Curative Services,Dental services,Emergency Preparedness,Family Planning,Forensic Services,High Dependency Services,HIV/AIDs Prevention And Care Services,ICU Services,Immunisation,Inpatient Services,Integrated Immunization,Integrated Management Of Childhood Illness,Laboratory Services,Leprosy treatment,Maternity Services,Mental Health Services,Mortuary Services,Newborn Care Services,Nutrition Services,Occupational Therapy,Oncology Services,Opthalmic Services,Orthopaedic Technology Services,Pharmacy Services,Physiotherapy,Postnatal Care Services,Radiology and Imaging,Rehabilitation Services,Renal Services,Services For Gender Based Violence Survivors,Specialized In-Patient Services,Specialised Outpatient care,Theatre Services,Tuberculosis Diagnosis and Treatments,Youth Friendly Services
703,Kenya,Nairobi,Kinga Medical Clinic (Dandora),Medical Clinic,Private Practice,-1.25968,36.88922,KMHFR,Embakasi West,Kariobangi South,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
520,Kenya,Nairobi,Afyacare,Medical Clinic,Private Practice,-1.31145,36.90053,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
731,Kenya,Nairobi,Greenwood Modern Medical Center,Medical Clinic,Private Practice,-1.28563,36.88431,KMHFR,Embakasi West,Umoja I,2,24 hours,0,0,0,0,2,0,0,0,0,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
817,Kenya,Nairobi,Elox Medical Center,Medical Center,Private Practice,-1.28035,36.75136,KMHFR,Dagoretti North,Kawangware,2,24 hours,4,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1056,Kenya,Nairobi,Shree Cutchi Leva Samaj Medical Clinic,Medical Clinic,Non-Governmental Organization,-1.3101,36.82421,KMHFR,Lang'ata,Nairobi West,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
994,Kenya,Nairobi,Kibera Highway Clinic,Medical Clinic,Private Practice,-1.31374,36.79119,KMHFR,Kibra,Lindi,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692,Kenya,Nairobi,Africare Limited Embakasi Clinic,Medical Clinic,Private Practice,-1.32805,36.88218,KMHFR,Embakasi South,Imara Daima,2,24 hours + Weekends,4,0,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
1073,Kenya,Nairobi,St Nary's Mission Hospital,Primary Care Hospital,faith Based Organization,-1.32193,36.77411,KMHFR,Lang'ata,Mugumo-ini,4,24 hours,299,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
616,Kenya,Nairobi,Kariobangi Health Centre,Basic Health Centre,Ministry of Health,-1.25174,36.87978,KMHFR,Embakasi North,Kariobangi North,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
709,Kenya,Nairobi,Faithplus Medical Clinic,Medical Clinic,Private Practice,-1.27223,36.88782,KMHFR,Embakasi West,Mowlem,2,24 hours + Weekends,0,0,0,0,1,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
568,Kenya,Nairobi,Patanisho Maternity And Nursing Home,Nursing and Maternity Home,Private Practice,-1.28206,36.9026,KMHFR,Embakasi East,Lower Savannah,3,24 hours + Weekends,21,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
686,Kenya,Nairobi,Agakhan Imara Daima Clinic,Medical Center,Private Practice,-1.32789,36.88167,KMHFR,Embakasi South,Imara Daima,3,24 hours + Weekends,1,0,0,0,2,0,0,1,0,0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
1118,Kenya,Nairobi,Dr S N Karau & Associates Clinic,Medical Clinic,Private Practice,-1.25811,36.81368,KMHFR,Westlands,Parklands,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
256,Kenya,Nairobi,RFH Specialist Hospital,Primary Care Hospital,Private Practice,1.27451,37.00489,KMHFR,Ruai,Kasarani,4,24 hours + Weekends,75,0,10,0,0,5,4,5,2,1,No,No,yes,Yes,yes,No,yes,Yes,No,yes,No,No,yes,No,No,No,yes,yes,yes,No,yes,No,yes,No,No,No,yes,Yes,No,yes,yes,yes,yes,No,No,Yes,No,No,No,No,No
632,Kenya,Nairobi,Baldo Ippolita,Nursing and Maternity Home,Faith Based Organization,-1.31567,36.88943,KMHFR,Embakasi South,Kware,2,24 hours + Weekends,4,0,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
560,Kenya,Nairobi,Joyland F Clinic Tassia,Dispensary,Faith Based Organization,-1.30948,36.90957,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,8,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
961,Kenya,Nairobi,Wema Medical Clinic,Medical Clinic,Private Practice,-1.31444,36.78169,KMHFR,Kibra,Sarang'ombe,2,24 hours,8,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
366,Kenya,Nairobi,Revelation Medical Services,Medical Center,Non-Governmental Organization,-1.23659,36.89852,KMHFR,Lucky Summer,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,N/A,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
140,Kenya,Nairobi,Kie/Kapc,VCT,Ministry of Health,-1.2852,36.821,KMHFR,Starehe,Ngara,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
394,Kenya,Nairobi,Babadogo Health Centre,Basic Health Centre,Ministry of Health,-1.2441,36.88416,KMHFR,Babadogo,Ruaraka,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,N/A,N/A,N/A,No,N/A,N/A,,N/A,No,No,N/A,No,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,No,No,No,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,No,No,No,No,No
675,Kenya,Nairobi,Njenga Hospital,Primary Care Hospital,Ministry of Health,-1.327,36.88656,KMHFR,Embakasi South,Kwa Njenga,3,24 hours + Weekends,50,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No
287,Kenya,Nairobi,Optex Opticians ltd-Busia,Ophthalmology,Private Practice,-1.21082,36.88916,KMHFR,Roysambu,Roysambu,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
275,Kenya,Nairobi,AAR Hospital - Muthaiga,Secondary Care Hospital,Private Practice,-1.23677,36.84439,KMHFR,Roysambu,Roysambu,5,24 hours + Weekends,142,140,10,0,4,1,,1,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
787,Kenya,Nairobi,Kabiro Medical Clinic,Medical Clinic,Non-Governmental Organization,-1.2863,36.74181,KMHFR,Dagoretti North,kabiro,2,24 hours,5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1069,Kenya,Nairobi,"The Nairobi Hospital, Outpatient Centre Galleria",Primary Care Hospital,Private Practice,-1.34329,36.76501,KMHFR,Lang'ata,Mugumo-ini,3,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
199,Kenya,Nairobi,Buruburu Shalom Medical Clinic,Medical Clinic,Private Practice,-1.2846,36.86799,KMHFR,Makadara,Harambee,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
325,Kenya,Nairobi,Sunton CFW clinic,Medical Center,Private Practice,-1.23047,36.92249,KMHFR,kasarani,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
564,Kenya,Nairobi,Primecare Endoscopy,Medical Center,Private Practice,-1.2875,36.91023,KMHFR,Embakasi East,Lower Savannah,3,24 hours + Weekends,0,0,0,0,3,0,0,4,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
81,Kenya,Nairobi,Sasa Centre,Medical Clinic,Non-Governmental Organization,-1.30434,36.83446,KMHFR,Starehe,Nairobi South,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
234,Kenya,Nairobi,Church Army Medical Clinic,Dispensary,Faith Based Organization,-1.2946,36.85477,KMHFR,Makadara,Maringo/Hamza,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
691,Kenya,Nairobi,Growth Changer Health Center,Medical Clinic,Private Practice,-1.35548,36.89061,KMHFR,Embakasi South,Imara Daima,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
359,Kenya,Nairobi,Star General Medical Centre,Medical Clinic,Private Practice,-1.23974,36.89867,KMHFR,Lucky Summer,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,N/A,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
687,Kenya,Nairobi,Rfh Healthcare Imara Branch,Comprehensive Health Centre,Private Practice,-1.32772,36.88173,KMHFR,Embakasi South,Imara Daima,3,24 hours + Weekends,50,0,4,18,4,0,0,0,1,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No
926,Kenya,Nairobi,Aar Adams Health Centre,Basic Health Centre,Private Practice,-1.30047,36.73162,KMHFR,Kibra,Woodley/Kenyatta Golf Course,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
885,Kenya,Nairobi,Trinity Medical Care Health Centre,Medical Clinic,Private Practice,-1.3048,36.73744,KMHFR,Dagoretti South,Riruta,3,24 hours,5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
668,Kenya,Nairobi,Jolelian Healthcare Centre,Medical Center,Non-Governmental Organization,-1.31434,36.87546,KMHFR,Embakasi South,Kwa Reuben,3,24 hours + Weekends,12,0,0,6,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
121,Kenya,Nairobi,Support For Addiction Prevention & Treatment In Africa (Sapta),Medical Clinic,Non-Governmental Organization,-1.26984,36.84183,KMHFR,Starehe,Pangani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
194,Kenya,Nairobi,Mariakani Cottage Hospital Ltd,Primary Care Hospital,Private Practice,-1.30743,36.83061,KMHFR,Makadara,Harambee,4,24 hours,44,0,6,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,Kenya,Nairobi,Aar Healthcare Buruburu,Medical Clinic,Private Practice,-1.28348,36.87942,KMHFR,Makadara,Harambee,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
93,Kenya,Nairobi,Ngaira Rhodes Dispensary,Dispensary,Ministry of Health,-1.29216,36.82377,KMHFR,Starehe,Landimawe,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
434,Kenya,Nairobi,Malkia Wings Medical Hospital,Medical Clinic,Private Practice,-1.28206,36.9046,KMHFR,Kayole South,Embakasi Central,3,24 hours + Weekends,0,0,0,10,1,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No
379,Kenya,Nairobi,Moonlight Medical Centre,Medical Clinic,Private Practice,-1.24863,36.87301,KMHFR,Mathare North,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,Yes,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
238,Kenya,Nairobi,Lumumba Medical Clinic,Medical Clinic,Private Practice,-1.29209,36.87041,KMHFR,Makadara,Maringo/Hamza,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1114,Kenya,Nairobi,Kamlesh Kapadia Optics Limited-Westlands,Medical Clinic,Private Practice,-1.26235,36.8029,KMHFR,Westlands,Parklands,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
878,Kenya,Nairobi,Fremo Medical Centre,Medical Clinic,Private Practice,-1.28993,36.7442,KMHFR,Dagoretti South,Riruta,2,24 hours,10,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,Kenya,Nairobi,St Jude's Huruma Community Health Services,Medical Clinic,Private Practice,-1.25635,36.87211,KMHFR,Kamukunji,Airbase,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408,Kenya,Nairobi,St Jude's Medical Centre,Medical Clinic,Private Practice,-1.26269,36.91082,KMHFR,Komarock,Embakasi Central,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
544,Kenya,Nairobi,Kapu Medical Clinic,VCT,Private Practice,-1.32065,36.9336,KMHFR,Embakasi East,Embakasi,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16,Kenya,Nairobi,Eastleigh Health Centre,Basic Health Centre,Ministry of Health,-1.27175,36.85087,KMHFR,Kamukunji,Airbase,3,24 hours,24,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
302,Kenya,Nairobi,Mwiki CFW,Medical Clinic,Private Practice,-1.22429,36.9046,KMHFR,Ruai,Kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
800,Kenya,Nairobi,Santa Reva Healthcare,Medical Center,Private Practice,-1.26155,36.77175,KMHFR,Dagoretti North,Kileleshwa,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2,Kenya,Nairobi,St Joseph (EDARP) Clinic,Dispensary,Faith Based Organization,-1.29048,36.84683,KMHFR,Kamukunji,California,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
74,Kenya,Nairobi,Equity Afia South B Medical Centre,Medical Center,Private Practice,-1.31135,36.83523,KMHFR,Starehe,Nairobi South,3,24 hours,0,0,0,0,1,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
1011,Kenya,Nairobi,Zinduka Clinic,VCT,Faith Based Organization,-1.3196,36.8323,KMHFR,Lang'ata,South C,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439,Kenya,Nairobi,St John Medical Centre,Medical Clinic,Private Practice,-1.2755,36.9105,KMHFR,Kayole Central,Embakasi Central,2,24 hours + Weekends,2,0,1,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
783,Kenya,Nairobi,Kabete Barracks Dispensary,Dispensary,Ministry of Health,-1.25595,36.7652,KMHFR,Westlands,Kitisuru,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
721,Kenya,Nairobi,Penda Medical Centre (Umoja 2),Medical Clinic,Private Practice,-1.27685,36.88649,KMHFR,Embakasi West,Umoja II,2,24 hours,0,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
725,Kenya,Nairobi,Tenamyles Healthcare,Medical Clinic,Private Practice,-1.28923,36.88781,KMHFR,Embakasi West,Umoja II,2,24 hours + Weekends,0,0,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
295,Kenya,Nairobi,Kamulu Family Care Medical Centre,Medical Center,Private Practice,-1.28208,37.06304,KMHFR,Ruai,Kasarani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
